Ensembl	entrez	name	symbol	B6.untreated.1	B6.untreated.2	Ripk3.untreated.1	Ripk3.untreated.2	Ripk3_Casp8.untreated.1	Ripk3_Casp8.untreated.2	B6.LPS_6hr.1	B6.LPS_6hr.2	Ripk3.LPS_6hr.1	Ripk3.LPS_6hr.2	Ripk3_Casp8.LPS_6hr.1	Ripk3_Casp8.LPS_6hr.2
2318	ENSMUSG00000023186	67776	von Willebrand factor A domain containing 5A	Vwa5a	9.40530856428311	9.4266822526031	9.46942133399868	9.43492218666468	9.52401934079005	9.58100235763668	9.27738753571574	9.23697252372373	9.3159268293549	9.28311813514105	9.3465295978971	9.40388104280806
2319	ENSMUSG00000023191	14789	prolyl 3-hydroxylase 3	P3h3	3.69141539612195	3.83019642119529	3.7736939349998	3.77881786767494	4.00215567220506	3.91705684835404	2.44960012915515	2.49048949805426	2.65159589850028	2.5036519366847	2.65328604173502	2.68694392913567
2320	ENSMUSG00000023206	16169	interleukin 15 receptor, alpha chain	Il15ra	2.18498629794748	1.76098192646401	1.92340885184958	2.13520114923297	2.28206389660325	1.98646285572056	5.69847253622986	5.8381727590391	6.01006875273211	6.09636927746762	6.15861242634296	6.08329686514959
2321	ENSMUSG00000023249	235587	poly (ADP-ribose) polymerase family, member 3	Parp3	4.66254354887755	4.68665681571037	4.380590360791	4.49026889740585	4.57689833060834	4.50431116058318	5.95509051229014	6.00741297557035	5.84648164438618	5.98895058695993	5.99024946498366	6.00263517192432
2322	ENSMUSG00000023259	171429	solute carrier family 26, member 6	Slc26a6	4.10392849398525	4.15974388603002	4.0439503835208	4.04089399048387	4.26801612211762	4.03165162948682	2.44960012915515	2.49048949805426	2.44048928471034	2.09100498483085	2.61617286871792	2.6174029958826
2323	ENSMUSG00000023272	76737	cysteine-rich with EGF-like domains 2	Creld2	4.70646974184424	4.653829573695	4.58202839429605	4.66006388532662	4.35032142500681	4.24402213148821	3.98998142693581	4.27070829017435	3.84565653996513	3.80388496047274	3.66922758560404	3.62628114722905
2324	ENSMUSG00000023277	23999	twinfilin, actin-binding protein, homolog 2 (Drosophila)	Twf2	6.74950175720767	6.58017846116613	6.52102515338114	6.70839261565498	6.6234318723143	6.5956303984205	4.80232583940964	4.78710650441243	4.56802251970535	4.57540777667532	5.17345881421234	4.93218902152594
2325	ENSMUSG00000023286	140499	ubiquitin-conjugating enzyme E2J 2	Ube2j2	4.71311046722127	4.55061309931058	4.6730963450557	4.54986445708425	4.45818871438049	4.32922445402509	4.98276019964174	4.84081103171745	4.67593785887224	4.71523760306456	4.79805756594899	4.84360703116906
2326	ENSMUSG00000023307	69104	membrane-associated ring finger (C3HC4) 5	March5	6.20926370098457	6.28239781289377	6.13708940930334	6.1015121309504	6.39042626192112	6.17136824507304	8.68176725128884	8.66773878553828	8.6695411192017	8.64853842395332	8.83707500006038	8.84273442533872
2327	ENSMUSG00000023330	69185	DTW domain containing 1	Dtwd1	2.76036274983944	2.54166889805953	2.28597893123429	2.50308258313362	2.21335114651924	2.40804320086618	3.64261930149634	3.5389509870109	3.4877949994887	3.52855727844752	3.80322666872317	3.80372616251152
2328	ENSMUSG00000023341	17858	MX dynamin-like GTPase 2	Mx2	3.11148848529809	3.08537406130285	3.08322253732461	3.01347470155803	4.19267757825449	3.33781706454114	7.99703869428811	8.31897096779268	8.07011083822948	8.05242592988002	7.87800746699941	7.86267202765742
2329	ENSMUSG00000023345	70235	POC1 centriolar protein homolog A (Chlamydomonas)	Poc1a	4.22037715783667	3.97542559468496	3.85374069120184	3.8498456974758	3.72616386148456	3.57724268303703	2.05241063120923	2.21485505544083	1.70352369054414	1.88602324704322	2.18062651063865	1.98721124116844
2330	ENSMUSG00000023349	56620	C-type lectin domain family 4, member n	Clec4n	4.07328603146559	3.8821390529563	3.1410827242835	3.02644283418633	3.41549488401188	3.37168470056385	2.8267296398578	2.81062431111857	2.35029147573876	2.45993055925538	2.44683516426759	2.70939877996337
2331	ENSMUSG00000023353	213990	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	Agap3	5.77868040466154	5.76636655830066	5.78337840007061	5.84298985513842	6.00300406684338	5.88047216003235	3.22670876434463	2.92112385238412	3.0457106244153	2.94535738642562	3.34559986942343	2.64095772386149
2332	ENSMUSG00000023367	66058	transmembrane protein 176A	Tmem176a	3.14133841304465	2.80350654311056	2.27309763993756	2.19385536695378	3.5516074113106	3.26759906792967	4.69784267590949	4.80162431286762	4.57600425536682	4.42435288900931	5.08794074302628	5.02014313635806
2333	ENSMUSG00000023452	320951	phosphatidylserine decarboxylase	Pisd	5.56954850341291	5.62447992655914	5.59567253826139	5.63011066322499	5.57575831076167	5.55013870408377	5.42773498307468	5.4461303815476	5.25531932733009	5.20684962745101	5.32346454469002	5.17539844900348
2334	ENSMUSG00000023456	21991	triosephosphate isomerase 1	Tpi1	8.66714647519043	8.38059056999205	8.47299001848657	8.51254670232117	8.375926692226	8.24139124981241	7.6904211450769	7.68924718170428	7.76307300107724	7.70688426568198	7.80154874095348	7.75041303355929
2335	ENSMUSG00000023460	19328	RAB12, member RAS oncogene family	Rab12	5.75956102987389	5.77096601503663	5.67125656367028	5.73060179914336	5.89563209704023	5.86509903462588	6.98817950587254	7.03416981234128	7.08364581635259	7.07630032149207	6.94956862995538	7.04435793623671
2336	ENSMUSG00000023505	14793	cell division cycle associated 3	Cdca3	6.97759346606011	6.8832015508864	6.74628464565167	6.79714182834064	6.2994334182471	6.35696534057361	3.83362699980448	3.87724904300604	3.83239028519125	3.84977972644339	4.05278269011808	3.82958160435705
2337	ENSMUSG00000023571	67389	family with sequence similarity 132, member A	Fam132a	4.48767817397193	4.36025902412012	4.39552522543645	4.50655756283268	4.59501718779874	4.63834082028797	3.04846344669257	2.83905271944509	3.10207306703441	2.99725848833765	3.2213567630574	3.43068275189731
2338	ENSMUSG00000023572	17151	cyclin D-type binding-protein 1	Ccndbp1	4.9080312530206	4.80200919472406	4.57679649358162	4.60277287809199	4.57689833060834	4.54643663625586	3.98585943830062	4.00192296335345	3.94144581017419	4.00994718086861	4.10394745074458	4.03910422544245
2339	ENSMUSG00000023707	66627	2-oxoglutarate and iron-dependent oxygenase domain containing 2	Ogfod2	3.68467381824289	3.50164200418795	3.54097601800267	3.64647810182111	3.25383021587431	3.69962542530156	1.67626214532398	1.90103960634079	1.30298576096041	1.97154131822928	2.01941394053291	2.07629478475087
2340	ENSMUSG00000023723	64656	mitochondrial ribosomal protein S23	Mrps23	5.70397156798904	5.4307452454627	5.50355433627296	5.54592957629459	5.41931322335827	5.45540156010224	4.40244406377695	4.29656373201987	4.22645191277111	4.42055632092124	4.60556043396795	4.49510685739804
2341	ENSMUSG00000023764	78887	Sfi1 homolog, spindle assembly associated (yeast)	Sfi1	3.31726896542962	3.42589258350141	3.69378486128206	3.67969269207555	3.67597810431634	3.38501223221084	1.77511553225027	2.23638821699047	2.35029147573876	2.54608720300509	2.49873626617962	2.093469928559
2342	ENSMUSG00000023791	72084	phosphatidylinositol glycan anchor biosynthesis, class X	Pigx	4.61369310069743	4.33976585225604	4.09607923003071	4.22653227932121	4.07496766236331	4.11399609071557	2.96716334459072	3.06043942792039	2.78152620254541	2.93474928685964	3.03003505628949	3.156114865548
2343	ENSMUSG00000023805	20975	synaptojanin 2	Synj2	5.14010691912362	5.21816985096184	5.45447834457554	5.38910256372119	5.23806290001599	5.22469387055378	1.88543894715626	2.12535690460173	1.84235139524145	1.67277920792096	1.94653506061582	1.79062257523734
2344	ENSMUSG00000023809	20112	ribosomal protein S6 kinase, polypeptide 2	Rps6ka2	4.86395363809924	5.04670028316928	5.23457977872765	5.25366840925872	5.03072482440183	5.12098252103168	4.50969057899148	4.58793279264393	4.27629089429499	4.4167497354915	3.92583066685128	3.79325283128201
2345	ENSMUSG00000023827	68262	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	Agpat4	3.56496706088101	3.45667124505169	3.58333341025196	3.48675441322961	3.86702639732441	3.6229556570818	4.34888809843963	4.4003639521016	4.39383919141152	4.23846264614723	4.11396620656957	4.24525958979109
2346	ENSMUSG00000023830	16004	insulin-like growth factor 2 receptor	Igf2r	9.66837500544628	9.90197551513048	10.0665515054973	10.0395703138511	10.0551136310887	10.1420170806332	9.17078442842964	9.10291160098904	9.33648218022469	9.28050230551206	9.35763985511906	9.3186987604743
2347	ENSMUSG00000023832	110460	acetyl-Coenzyme A acetyltransferase 2	Acat2	5.30083094056764	5.44424650079697	5.24451231393891	5.35095062585561	5.03736554977886	5.0661900481913	3.33437231877895	3.33449830244032	3.0797916196584	3.34845527239294	3.11230123807446	3.21222674512003
2348	ENSMUSG00000023845	240028	leucyl/cystinyl aminopeptidase	Lnpep	8.29267970917221	8.47663598223654	8.52925871904456	8.52516489771145	8.34447615146323	8.42235405729848	9.44252084120995	9.41909522620193	9.56745963878922	9.54701254838176	9.45322033041869	9.5307603197521
2349	ENSMUSG00000023852	12648	chromodomain helicase DNA binding protein 1	Chd1	6.2532129203349	6.46662908108738	6.42530289060859	6.50626830066813	6.31864219518758	6.29035427821331	6.53706297040549	6.64288457493899	6.69025638404664	6.71019253120329	6.72830244947147	6.80860948560191
2350	ENSMUSG00000023852	67045	RIO kinase 2 (yeast)	Riok2	6.2532129203349	6.46662908108738	6.42530289060859	6.50626830066813	6.31864219518758	6.29035427821331	6.53706297040549	6.64288457493899	6.69025638404664	6.71019253120329	6.72830244947147	6.80860948560191
2351	ENSMUSG00000023861	55951	mitochondrial pyruvate carrier 1	Mpc1	4.20632482231319	3.93227635851782	3.76911394689654	3.88586991722029	3.89654548424446	4.18429013146048	3.85186035518149	3.7925678170826	3.79184349353092	3.89972415761979	3.68275295067568	3.86000863810855
2352	ENSMUSG00000023883	72057	PHD finger protein 10	Phf10	5.36126679442962	5.40533126101909	5.41397898229578	5.41028240498721	5.23806290001599	5.30751632491222	3.85186035518149	3.89089165096471	4.04283386365973	4.1028986634121	4.41342248417216	4.45911940087568
2353	ENSMUSG00000023892	22709	zinc finger protein 51	Zfp51	4.08868861592495	3.69474822806392	3.70341892072844	3.67558244701364	3.36359378209985	3.59455523128028	3.3408418141085	3.38357429413775	3.0225343020492	3.16093927564518	3.33991996035108	3.26623767977014
2354	ENSMUSG00000023903	240047	matrix metallopeptidase 25	Mmp25	-0.965955600127257	-0.585820837062385	0.086907584132462	-0.492285968134739	-0.205601402762992	-0.856297402468239	4.36166953345371	4.44728499948909	4.26645988493529	4.37026963363958	3.64179040289719	3.7121812206347
2355	ENSMUSG00000023904	353502	host cell factor C1 regulator 1 (XPO1-dependent)	Hcfc1r1	4.63832507779368	4.34799808595314	4.25519594893767	4.03127598792227	4.482724935726	4.24767452594754	3.30820026242579	3.2202685516272	3.30778674722423	3.30792746581033	3.64179040289719	3.94288891018315
2356	ENSMUSG00000023908	268930	protein kinase, membrane associated tyrosine/threonine 1	Pkmyt1	4.07328603146559	3.81245814395509	3.82313692156368	3.90706043342464	3.77466237917575	3.6002802191139	2.57562978221749	2.27851369266315	2.23403840724292	2.66638143672281	2.47819933517693	2.23948495216445
2357	ENSMUSG00000023909	76498	progestin and adipoQ receptor family member IV	Paqr4	5.01132432337266	5.00305671366215	5.14019627568978	5.22723449157206	5.05383485010041	5.04115349725397	2.23019775042451	2.23638821699047	1.96898483377247	2.01247158228416	2.5683971441485	2.34364218345574
2358	ENSMUSG00000023913	27226	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	Pla2g7	3.85046340435858	3.80051029065064	3.5028648762642	3.5192280198823	4.96606493267575	5.17568841312181	3.14033713791138	3.1763809076262	2.98705640669449	2.88050624207565	4.59128798410276	4.56757183993059
2359	ENSMUSG00000023915	94185	tumor necrosis factor receptor superfamily, member 21	Tnfrsf21	4.94798975301521	5.24706917710236	5.29317443263849	5.21737228003573	5.11475769246903	5.16026868005685	2.65045295897438	2.76690293368925	2.86206962985596	2.94535738642562	2.88155502940813	2.94525592472706
2360	ENSMUSG00000023919	83815	centromere protein Q	Cenpq	5.23544763278822	5.2360224535984	4.95298794111307	4.98801230065411	4.4924237624448	4.69294317601896	2.65045295897438	2.07843585721424	2.55798284772878	2.36830008378981	2.75921948648408	2.53179428037376
2361	ENSMUSG00000023921	17850	methylmalonyl-Coenzyme A mutase	Mut	5.99029242196956	5.98667344606155	6.05856843513122	6.03408786832967	5.89197275445464	6.0385203608397	4.07780740827471	4.08735058202198	4.11034068301801	4.26411123351784	4.28629277531612	4.3237675479808
2362	ENSMUSG00000023923	72238	TBC1 domain family, member 5	Tbc1d5	6.2611648028966	6.52042915126284	6.59405498562991	6.54226612368996	6.50025632941041	6.57615371956285	5.03156637741639	5.00975945758542	5.07838753678272	5.16207659934688	5.1014318528258	5.19939393007246
2363	ENSMUSG00000023932	71702	cell division cycle 5-like (S. pombe)	Cdc5l	5.75795625213235	5.87289781143889	5.66879986654042	5.64069153236797	5.43448631719582	5.48045169639423	4.8754471754991	4.71607867461157	4.8702066792943	4.84553858167158	4.7149251075274	4.74651637380792
2364	ENSMUSG00000023938	224805	alanyl-tRNA synthetase 2, mitochondrial (putative)	Aars2	3.20867640399258	3.18982522526788	3.32706612327749	3.37965874836586	3.25383021587431	3.17856135474341	1.75587931338735	1.56896355607734	2.01668157580377	1.48195686558538	1.82168357343074	1.53808054322119
2365	ENSMUSG00000023939	68463	mitochondrial ribosomal protein L14	Mrpl14	4.59223999103111	4.09274103071106	4.23541010683165	4.44026951086713	4.18671602001577	4.3153689329705	3.21970537660687	3.1539260567985	3.40955742515845	3.38007725156617	3.25795986908392	3.52864084733489
2366	ENSMUSG00000023940	72415	shugoshin-like 1 (S. pombe)	Sgol1	4.89056147296614	4.8948376731988	4.71179626926638	4.91492731469759	4.24525123098552	4.35315596316071	0.726535351805204	0.651425716269316	0.688876914579735	0.467310089620978	0.376445836376192	0.921409182772697
2367	ENSMUSG00000023942	63959	solute carrier family 29 (nucleoside transporters), member 1	Slc29a1	6.52259343282918	6.59840770240942	6.62796467846291	6.69068130011254	6.63770522734709	6.76320492210616	5.26037173733517	5.18055255884385	5.26028131000617	5.3751817767606	5.57988796397128	5.50877417370916
2368	ENSMUSG00000023944	15516	heat shock protein 90 alpha (cytosolic), class B member 1	Hsp90ab1	9.34926057316125	9.3124847982679	9.44360657387322	9.33861515725429	9.4266826205812	9.4076861549457	9.38362127740486	9.35870814801041	9.45955766072143	9.44768285836112	9.42876307093477	9.35553696696072
2369	ENSMUSG00000023947	18037	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon	Nfkbie	4.31071621363046	4.08291002135137	4.26823734884702	4.28165627382744	5.01061725095326	4.78630372412086	7.74204587420092	7.73582074978289	7.73972506031094	7.7273895283199	7.43539501263351	7.29087566642342
2370	ENSMUSG00000023951	22339	vascular endothelial growth factor A	Vegfa	4.27076210524115	4.32732874901782	4.44230363062943	4.53406012800797	4.43825478701173	4.33610263172989	1.35688975534037	0.940932333464301	1.1826915272427	1.56684576317189	1.66696097863209	2.17640626954107
2371	ENSMUSG00000023952	56055	GTP binding protein 2	Gtpbp2	5.89859472351189	6.06865953574542	5.96455168517712	5.96924594937531	6.07092762880499	5.97052738378759	7.24945272000092	7.36872133029539	7.27843252660137	7.3270667096384	7.3647809483851	7.30200011703862
2372	ENSMUSG00000023953	80905	polymerase (DNA directed), eta (RAD 30 related)	Polh	6.26907309621987	6.40976199487802	6.407731152968	6.48470033675403	6.10293548721913	6.1684809291509	2.9073981997324	2.78162443939602	2.71079169100818	3.00741835455787	2.96510282065509	2.98260933920943
2373	ENSMUSG00000023959	224796	chloride intracellular channel 5	Clic5	2.81076770327668	2.61171639558779	2.68651686081802	2.62745327613936	2.84826546921574	2.75456696169567	6.72313459046413	6.76366248140882	6.90903310882655	6.78222852853033	7.02981457870964	6.97133031882693
2374	ENSMUSG00000023961	224794	ectonucleotide pyrophosphatase/phosphodiesterase 4	Enpp4	2.95220610781628	2.99390501529262	2.95197800404635	2.78073252627168	3.98851306424639	3.37836385620147	7.07659658567666	7.10976396991234	7.08644241532065	7.10674309236152	7.57218712962264	7.58380459818265
2375	ENSMUSG00000023965	50758	F-box and leucine-rich repeat protein 17	Fbxl17	4.73611520359276	4.95805156763712	5.05245630751704	4.93397878656736	4.79635745027506	4.96332635692263	3.41015490544056	3.39319229669934	3.68519186777188	3.68232298059183	3.94091781130956	3.69540550788387
2376	ENSMUSG00000023967	68565	mitochondrial ribosomal protein S18A	Mrps18a	5.29420292719054	5.17486295671027	5.02774551166432	5.11637165927703	5.20894596739923	5.10898498793208	4.89755787710485	4.73511186677417	4.63831656045026	4.71523760306456	4.92298417784982	4.93933109076996
2377	ENSMUSG00000023971	224823	ribosomal RNA processing 36 homolog (S. cerevisiae)	Rrp36	4.25264324805075	4.12183838759179	3.97004957696837	4.18086452843402	4.15653301451939	4.35654257279304	3.62682321258948	3.71799333320831	3.60944244708533	3.62408971500637	3.79909286921616	3.73424964391403
2378	ENSMUSG00000023973	72029	canopy 3 homolog (zebrafish)	Cnpy3	6.25093288028564	6.33614942590891	6.23250186530364	6.26909478335936	6.34564710234045	6.20275309274177	4.6826429387457	4.51492371636445	4.5996878795596	4.52325649462421	4.95863125242678	4.87870473181846
2379	ENSMUSG00000023977	224826	ubiquitin protein ligase E3 component n-recognin 2	Ubr2	6.87842709880608	7.14121171407292	7.21218925470148	7.17778010096283	6.91062953445931	6.95915550972483	6.01800569755629	6.02916646318043	6.08748974388997	6.0675264334482	5.85342565622434	5.87436393108562
2380	ENSMUSG00000023980	63856	TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factorq	Taf8	4.46818199834613	4.31897737958489	4.33483509757605	4.27623769453412	4.4332279699369	4.38335300828915	3.53952580853224	3.37389174074041	3.38250610060393	3.56340667920512	3.85988957726733	3.81412400961685
2381	ENSMUSG00000023988	53414	bystin-like	Bysl	3.35172302175875	3.27863449222574	3.56231015968154	3.62105550494121	3.33153257286755	3.44986337656081	2.87210114761911	3.03608956650464	3.09097535815108	3.06691936630654	3.4388864111521	3.26623767977014
2382	ENSMUSG00000023990	21425	transcription factor EB	Tfeb	4.96478173743563	4.94454308841171	4.8374265892688	5.03849549443535	5.14274187883918	5.0558109024113	2.31149785252636	2.35924496477601	1.9196571214089	1.9294158425566	2.58769770010744	2.68694392913567
2383	ENSMUSG00000023991	74123	forkhead box P4	Foxp4	1.54649440080953	1.33356070272933	1.24038206479418	1.3821831497814	1.20157397874288	1.38832496625167	3.45855172999968	3.54758990528478	3.82571112955362	3.90516829630992	2.53895336625602	2.37207059178226
2384	ENSMUSG00000023992	83433	triggering receptor expressed on myeloid cells 2	Trem2	9.6729593934864	9.26164508876572	9.36791501295372	9.44702953036399	9.52741391892297	9.42623708455298	8.0364321325882	7.96390534612726	8.13503184702803	8.14851263888735	8.33162628034436	8.2788438903428
2385	ENSMUSG00000023994	18044	nuclear transcription factor-Y alpha	Nfya	6.72095683142447	6.78657109969277	7.03991619786801	7.09940418803043	6.78308328400917	6.77653978634633	6.2895095513607	6.32259325952043	6.42565847978455	6.40478900506292	6.24775876173864	6.32513136882371
2386	ENSMUSG00000024002	57261	bromodomain containing 4	Brd4	4.6897329527349	4.61000602782268	4.7952525003589	4.78359975816784	4.15653301451939	4.25495169164647	4.92149454301854	4.9685367948589	5.14160143122105	5.25027487845404	4.33564530525075	4.29436128068453
2387	ENSMUSG00000024006	106504	serine/threonine kinase 38	Stk38	7.34238343001215	7.41784983332817	7.19051655049651	7.16757274034221	7.08421702810472	7.20768378284657	5.7661304811556	5.74922376645443	5.71531566787576	5.68786116413326	5.82117405725348	5.83661136154371
2388	ENSMUSG00000024007	68816	peptidylprolyl isomerase (cyclophilin)-like 1	Ppil1	4.92242952662919	4.73139513047566	4.80647102532444	4.87066939501268	4.72410727519062	4.59024653208693	2.88985761842327	2.65941850702285	2.50879529810125	2.6405028048972	2.94279265893	2.93576447574977
2389	ENSMUSG00000024012	56462	mitochondrial carrier homolog 1 (C. elegans)	Mtch1	7.56336011262254	7.42370354904821	7.4265758301613	7.48748730379193	7.50175772931789	7.4437069151201	6.45594657895353	6.35001463872247	6.44430954995993	6.47693879081875	6.65299976431749	6.61554648418529
2390	ENSMUSG00000024013	26382	FYVE, RhoGEF and PH domain containing 2	Fgd2	5.47698789572147	5.25803195812743	5.20266787720147	5.24675893704366	5.41676878700051	5.40722696602636	4.568756519856	4.64137205160539	4.65724983796746	4.66156442042503	5.00602663407118	4.99751216185849
2391	ENSMUSG00000024014	18712	proviral integration site 1	Pim1	5.64615401190967	5.70359667813208	5.66016833200145	5.70360671763411	6.07254500009646	5.67474495943542	9.3089738116432	9.29167065249166	9.2982441343651	9.37205221865092	9.17799253973297	9.08685220311088
2392	ENSMUSG00000024019	74157	cap methyltransferase 1	Cmtr1	2.77313004591332	3.13379119035355	3.08322253732461	3.3490162858462	3.20747458018257	3.31013861289419	4.14219031098686	4.06345446567582	3.91651741387833	4.09815295176145	4.08369876690078	3.70661096259175
2393	ENSMUSG00000024026	109801	glyoxalase 1	Glo1	4.94798975301521	4.98469489255251	4.95298794111307	4.94255607129058	4.90564769135171	5.01567477693705	3.16970599006814	3.08438512354542	3.40059655758683	3.19689615342159	3.60910659316647	3.6496925338391
2394	ENSMUSG00000024030	11307	ATP-binding cassette, sub-family G (WHITE), member 1	Abcg1	7.62099454045947	7.69938032333101	7.57925130962547	7.47275828314826	7.99001152350807	7.92577492902146	7.00049057826057	6.90146089267489	7.17843819940142	7.15323879949949	7.45687392005156	7.4576693518935
2395	ENSMUSG00000024037	57773	WD repeat domain 4	Wdr4	3.86246093745818	3.86503179668613	4.0016282941634	4.24051199181624	3.90383183832295	3.79756017946398	2.80817382082956	2.50830077417072	2.78152620254541	2.54608720300509	2.83385828737684	2.78534763319667
2396	ENSMUSG00000024038	78330	NADH dehydrogenase (ubiquinone) flavoprotein 3	Ndufv3	6.18199749422493	6.03336248363213	6.03205278153088	6.02442423158908	6.09976646883148	5.94600822205017	4.87098407823238	4.85480091143539	5.03561676486272	5.09934084399891	5.19406909388762	5.13449719681905
2397	ENSMUSG00000024042	17691	salt inducible kinase 1	Sik1	3.58682649484475	3.88779668781822	3.54633920276976	3.52380800798556	3.98851306424639	3.89859009969523	2.05241063120923	2.19299562147709	2.38705002574888	2.28722847314249	3.32849261315326	3.24333727766006
2398	ENSMUSG00000024045	56399	A kinase (PRKA) anchor protein 8	Akap8	5.62869832357248	5.70840032865514	5.71358510401619	5.71566693449792	5.62288006697543	5.53676656368598	4.38376813901652	4.31185746224622	4.18007557903568	4.18127517283372	4.43489555095606	4.3128103177843
2399	ENSMUSG00000024048	67268	myosin, light chain 12A, regulatory, non-sarcomeric	Myl12a	7.65026888458995	7.48190578612669	7.52221640856959	7.54860084400479	7.50894277861207	7.39636802998201	7.58978818002444	7.5908090320107	7.52408948632828	7.5554222572828	7.58214511443048	7.58911211450179
2400	ENSMUSG00000024050	22404	widely-interspaced zinc finger motifs	Wiz	3.41010593189358	3.27863449222574	3.32706612327749	3.42932613318054	3.12258568259605	3.13189329524213	3.21266782586694	3.27331478598883	3.61719889071976	3.80970228706806	3.09217028296823	2.954685337647
2401	ENSMUSG00000024052	64898	lipin 2	Lpin2	6.49588492713598	6.71756285729609	6.81788018820403	6.76510187455791	6.93661666950948	6.8784122177576	6.29368401909063	6.35740361795184	6.25594050927333	6.29709753260958	6.68639435354696	6.74277925987325
2402	ENSMUSG00000024053	246707	elastin microfibril interfacer 2	Emilin2	7.36364290538269	7.5206567595367	7.6051793585466	7.61985275785955	7.2655436364381	7.28658658028958	7.1096478179425	7.09436921211804	6.91533825971307	6.91969843125415	6.70970441698565	6.6992672075858
2403	ENSMUSG00000024054	74355	SMC hinge domain containing 1	Smchd1	7.78125011631326	8.0335219943892	7.95058818518424	7.99740763558897	7.67517993276575	7.84700435845716	7.23085099700162	7.23404862067414	7.16394855881852	7.11909400181795	7.23423547994955	7.36302545217926
2404	ENSMUSG00000024056	67052	NDC80 homolog, kinetochore complex component (S. cerevisiae)	Ndc80	6.39727733019532	6.23989843569805	6.21492821653643	6.18412322109018	5.75565953544214	5.91992104433329	2.75102991372595	2.62717817002264	2.72521876164346	2.47465206496215	2.93527860527269	2.88734734669906
2405	ENSMUSG00000024063	77889	limb-bud and heart	Lbh	4.85497417939615	4.86072309749278	5.09881939237563	5.14192005160627	4.88001537932197	4.85256156865082	1.10656640125613	1.13685254343956	0.855526783989186	0.829880169005686	1.19956807429211	1.13553398812554
2406	ENSMUSG00000024066	22436	xanthine dehydrogenase	Xdh	7.907850362162	7.95114427392924	8.18225078004167	8.16949212963725	8.38701812761118	8.39152693973485	8.50690657948038	8.50067441903373	8.78465066933445	8.87730707283371	9.07523062838834	9.10813421965408
2407	ENSMUSG00000024067	66310	dpy-30 homolog (C. elegans)	Dpy30	4.73937185292347	4.58932187365095	4.33793101086901	4.30579114033485	4.13811538088966	4.3429481726443	2.92472807827032	3.0113216613557	3.13486300215208	3.18799060019969	3.28185598543008	3.43068275189731
2408	ENSMUSG00000024068	50850	spastin	Spast	6.4146964450005	6.59149036202087	6.46902426803791	6.4817608592887	6.38001434453527	6.46366917608584	5.39546889286061	5.30550476576016	5.35377765151701	5.23306131059474	5.48529192843401	5.47148896828519
2409	ENSMUSG00000024069	210148	solute carrier family 30 (zinc transporter), member 6	Slc30a6	3.90947756395966	3.74548559014084	3.72249615792359	3.66732665887144	3.82925735444866	3.58303664681201	4.34888809843963	4.29656373201987	4.19570058780456	4.23846264614723	4.10394745074458	4.05234005259915
2410	ENSMUSG00000024070	75292	protein kinase D3	Prkd3	6.9025946367105	7.1137138972283	7.12526671659718	7.16390968126911	6.99492410297398	7.09206982911644	5.36722599990202	5.38478005688314	5.28727129010643	5.31714599583971	5.49554657874082	5.47313025974878
2411	ENSMUSG00000024072	67864	Yip1 domain family, member 4	Yipf4	6.26003149958546	6.23989843569805	6.12549068540007	6.15710840518142	6.02989258034016	6.10244442379793	5.60212692760173	5.65242724011439	5.60846995291916	5.491940954158	5.77981844766395	5.69751317084586
2412	ENSMUSG00000024073	12211	baculoviral IAP repeat-containing 6	Birc6	8.58127918491412	8.80322590863909	8.95708355575447	8.88225197602532	8.44810043943346	8.60179710799998	8.84369808561941	8.77485740330483	8.93515701788998	8.89451602073162	8.63521116131007	8.6895052666223
2413	ENSMUSG00000024074	50766	cysteine rich transmembrane BMP regulator 1 (chordin like)	Crim1	4.49540346708115	4.6337686009931	4.59502573482492	4.39598894930643	4.74454239079941	4.71157602779835	6.22539821614772	6.13039752130226	6.11240020519631	6.15008974666675	6.06273085903427	6.1748942746
2414	ENSMUSG00000024077	268980	striatin, calmodulin binding protein	Strn	6.88652801108109	7.24293656172744	7.20965635858771	7.18394237558184	7.0068156807934	7.15760173610777	6.16104933823817	6.2101015254702	6.03489306530359	6.0904077192289	6.09512360035758	6.13294061147738
2415	ENSMUSG00000024078	74196	tetratricopeptide repeat domain 27	Ttc27	4.97862728555321	5.03400042087042	5.05245630751704	5.0142886339017	4.94502890932568	4.92049320180297	4.25609961386727	4.17916334829752	4.30538825117571	4.30174889088121	4.51772769936356	4.53651154356585
2416	ENSMUSG00000024079	19106	eukaryotic translation initiation factor 2-alpha kinase 2	Eif2ak2	6.15420602684916	6.31950075889079	6.33754438483403	6.25882888348953	6.39301754243975	6.23990210477317	8.7591283726472	8.8544745713682	8.80176849763376	8.76577016162853	8.70453383213453	8.72213655279075
2417	ENSMUSG00000024081	12607	CCAAT/enhancer binding protein zeta	Cebpz	5.03271778364971	5.23380292232848	5.37230980299471	5.22019694083212	5.12102347882577	5.09283148071753	3.4284944961435	3.38357429413775	3.37337508885181	3.36435289927315	3.4599865319189	3.41710434539677
